Date(UTC)	Depth(m)	Temperature(C)	PAR	Angle	Dryness
2015-10-23 01:52:33.00	5.10	-1.810	1.51	45.000	0
2015-10-23 02:22:33.00	5.07	-1.810	1.48	45.000	0
2015-10-23 02:52:33.00	5.07	-1.810	1.48	45.000	0
2015-10-23 03:22:33.00	5.07	-1.810	1.5	45.000	0
2015-10-23 03:52:33.00	5.10	-1.810	1.48	45.000	0
2015-10-23 04:22:33.00	5.08	-1.810	1.49	45.000	0
2015-10-23 04:52:33.00	5.08	-1.810	1.49	45.000	0
2015-10-23 05:22:33.00	5.08	-1.810	1.49	45.000	0
2015-10-23 05:52:33.00	5.10	-1.810	1.51	45.000	0
2015-10-23 06:22:33.00	5.09	-1.810	1.49	45.000	0
2015-10-23 06:52:33.00	5.09	-1.810	1.49	45.000	0
2015-10-23 07:22:33.00	5.07	-1.810	1.49	45.000	0
2015-10-23 07:52:33.00	5.06	-1.810	1.5	45.000	0
2015-10-23 08:22:33.00	5.10	-1.810	1.49	46.000	0
2015-10-23 08:52:33.00	5.06	-1.810	1.49	45.000	0
2015-10-23 11:22:33.00	5.10	-1.810	1.48	45.000	0
2015-10-23 11:52:33.00	5.10	-1.810	1.5	45.000	0
2015-10-23 12:22:33.00	5.07	-1.810	1.47	45.000	0
2015-10-23 12:52:33.00	5.09	-1.810	1.47	45.000	0
2015-10-23 17:22:33.00	5.09	-1.810	1.51	45.000	0
2015-10-23 17:52:33.00	5.11	-1.810	1.51	46.000	0
2015-10-23 18:22:33.00	5.10	-1.810	1.48	45.000	0
2015-10-23 18:52:33.00	5.10	-1.810	1.49	45.000	0
2015-10-23 21:22:33.00	5.13	-1.810	1.49	45.000	0
2015-10-23 21:52:33.00	5.12	-1.810	1.49	45.000	0
2015-10-23 22:22:33.00	5.09	-1.810	1.48	45.000	0
2015-10-23 22:52:33.00	5.13	-1.810	1.48	45.000	0
2015-10-24 07:22:33.00	5.10	-1.810	1.49	45.000	0
2015-10-24 07:52:33.00	5.10	-1.810	1.5	45.000	0
2015-10-24 08:22:33.00	5.10	-1.810	1.5	45.000	0
2015-10-24 08:52:33.00	5.10	-1.810	1.49	45.000	0
2015-10-24 09:22:33.00	5.10	-1.810	1.5	45.000	0
2015-10-24 09:52:33.00	5.12	-1.810	1.5	45.000	0
2015-10-24 10:22:33.00	5.10	-1.810	1.5	45.000	0
2015-10-24 10:52:33.00	5.11	-1.810	1.48	45.000	0
2015-10-24 15:22:33.00	5.09	-1.810	1.48	45.000	0
2015-10-24 15:52:33.00	5.13	-1.810	1.48	45.000	0
2015-10-24 16:22:33.00	5.10	-1.810	1.5	46.000	0
2015-10-24 16:52:33.00	5.06	-1.810	1.51	45.000	0
2015-10-24 17:22:33.00	5.07	-1.810	1.48	45.000	0
2015-10-24 17:52:33.00	5.08	-1.810	1.48	45.000	0
2015-10-24 18:22:33.00	5.08	-1.810	1.5	45.000	0
2015-10-24 18:52:33.00	5.07	-1.810	1.48	45.000	0
2015-10-24 19:22:33.00	5.07	-1.810	1.48	46.000	0
2015-10-24 19:52:33.00	5.09	-1.810	1.49	45.000	0
2015-10-24 20:22:33.00	5.10	-1.810	1.48	45.000	0
2015-10-24 20:52:33.00	5.06	-1.810	1.49	45.000	0
2015-10-25 01:22:33.00	5.09	-1.810	1.48	45.000	0
2015-10-25 01:52:33.00	5.08	-1.810	1.47	45.000	0
2015-10-25 02:22:33.00	5.06	-1.810	1.5	45.000	0
2015-10-25 02:52:33.00	5.08	-1.810	1.52	45.000	0
2015-10-25 03:22:33.00	5.09	-1.810	1.48	45.000	0
2015-10-25 03:52:33.00	5.08	-1.810	1.49	45.000	0
2015-10-25 04:22:33.00	5.06	-1.810	1.48	45.000	0
2015-10-25 04:52:33.00	5.07	-1.810	1.49	45.000	0
2015-10-25 05:22:33.00	5.07	-1.810	1.5	45.000	0
2015-10-25 05:52:33.00	5.05	-1.810	1.48	45.000	0
2015-10-25 06:22:33.00	5.04	-1.810	1.48	45.000	0
2015-10-25 06:52:33.00	5.06	-1.810	1.5	45.000	0
2015-10-25 07:22:33.00	5.06	-1.810	1.47	45.000	0
2015-10-25 07:52:33.00	5.08	-1.810	1.48	45.000	0
2015-10-25 08:22:33.00	5.06	-1.810	1.5	46.000	0
2015-10-25 08:52:33.00	5.05	-1.810	1.5	45.000	0
2015-10-25 09:22:33.00	5.08	-1.810	1.48	45.000	0
2015-10-25 09:52:33.00	5.07	-1.810	1.49	45.000	0
2015-10-25 10:22:33.00	5.06	-1.810	1.5	45.000	0
2015-10-25 10:52:33.00	5.08	-1.810	1.5	45.000	0
2015-10-25 11:22:33.00	5.06	-1.810	1.47	45.000	0
2015-10-25 11:52:33.00	5.06	-1.810	1.5	45.000	0
2015-10-25 12:22:33.00	5.06	-1.810	1.5	45.000	0
2015-10-25 12:52:33.00	5.05	-1.810	1.52	45.000	0
2015-10-25 17:22:33.00	5.05	-1.810	1.5	45.000	0
2015-10-25 17:52:33.00	5.07	-1.810	1.48	45.000	0
2015-10-25 18:22:33.00	5.09	-1.800	1.49	45.000	0
2015-10-25 18:52:33.00	5.05	-1.810	1.51	45.000	0
2015-10-26 01:22:33.00	5.06	-1.810	1.5	45.000	0
2015-10-26 01:52:33.00	5.05	-1.800	1.49	45.000	0
2015-10-26 02:22:33.00	5.04	-1.800	1.5	45.000	0
2015-10-26 02:52:33.00	5.08	-1.810	1.5	45.000	0
2015-10-26 03:22:33.00	5.07	-1.800	1.49	46.000	0
2015-10-26 03:52:33.00	5.05	-1.800	1.48	45.000	0
2015-10-26 04:22:33.00	5.06	-1.810	1.48	45.000	0
2015-10-26 04:52:33.00	5.06	-1.800	1.48	46.000	0
2015-10-26 05:22:33.00	5.04	-1.800	1.48	45.000	0
2015-10-26 05:52:33.00	5.05	-1.810	1.51	45.000	0
2015-10-26 06:22:33.00	5.04	-1.800	1.46	45.000	0
2015-10-26 06:52:33.00	5.05	-1.800	1.49	45.000	0
2015-10-26 07:22:33.00	5.05	-1.810	1.49	45.000	0
2015-10-26 07:52:33.00	5.04	-1.800	1.51	45.000	0
2015-10-26 08:22:33.00	5.04	-1.800	1.49	45.000	0
2015-10-26 08:52:33.00	5.04	-1.810	1.48	45.000	0
2015-10-26 09:22:33.00	5.02	-1.800	1.5	45.000	0
2015-10-26 09:52:33.00	5.03	-1.800	1.49	45.000	0
2015-10-26 10:22:33.00	5.05	-1.800	1.48	45.000	0
2015-10-26 10:52:33.00	5.04	-1.800	1.51	46.000	0
2015-10-26 13:22:33.00	5.03	-1.800	1.47	45.000	0
2015-10-26 13:52:33.00	5.00	-1.800	1.51	45.000	0
2015-10-26 14:22:33.00	5.03	-1.800	1.51	45.000	0
2015-10-26 14:52:33.00	5.04	-1.800	1.47	45.000	0
2015-10-26 17:22:33.00	5.01	-1.800	1.5	45.000	0
2015-10-26 17:52:33.00	4.99	-1.800	1.51	45.000	0
2015-10-26 18:22:33.00	5.03	-1.800	1.48	45.000	0
2015-10-26 18:52:33.00	5.01	-1.800	1.5	46.000	0
2015-10-27 01:22:33.00	5.01	-1.800	1.47	45.000	0
2015-10-27 01:52:33.00	5.02	-1.800	1.5	45.000	0
2015-10-27 02:22:33.00	4.98	-1.800	1.46	46.000	0
2015-10-27 02:52:33.00	4.99	-1.800	1.47	45.000	0
2015-10-27 05:22:33.00	5.01	-1.800	1.51	46.000	0
2015-10-27 05:52:33.00	5.01	-1.800	1.52	45.000	0
2015-10-27 06:22:33.00	4.98	-1.800	1.48	45.000	0
2015-10-27 06:52:33.00	4.99	-1.800	1.49	45.000	0
2015-10-27 13:22:33.00	4.99	-1.800	1.52	45.000	0
2015-10-27 13:52:33.00	4.99	-1.800	1.52	46.000	0
2015-10-27 14:22:33.00	5.00	-1.800	1.51	45.000	0
2015-10-27 14:52:33.00	4.96	-1.800	1.49	45.000	0
2015-10-27 19:22:33.00	4.98	-1.800	1.48	45.000	0
2015-10-27 19:52:33.00	4.99	-1.800	1.5	45.000	0
2015-10-27 20:22:33.00	4.97	-1.800	1.5	46.000	0
2015-10-27 20:52:33.00	4.98	-1.800	1.5	45.000	0
2015-10-27 21:22:33.00	4.98	-1.800	1.5	45.000	0
2015-10-27 21:52:33.00	4.99	-1.800	1.47	45.000	0
2015-10-27 22:22:33.00	4.96	-1.800	1.51	46.000	0
2015-10-27 22:52:33.00	4.98	-1.800	1.5	45.000	0
2015-10-27 23:22:33.00	5.00	-1.800	1.47	45.000	0
2015-10-27 23:52:33.00	5.00	-1.800	1.47	45.000	0
2015-10-28 00:22:33.00	4.98	-1.800	1.5	45.000	0
2015-10-28 00:52:33.00	4.98	-1.800	1.47	45.000	0
2015-10-28 07:22:33.00	4.98	-1.800	1.48	45.000	0
2015-10-28 07:52:33.00	4.97	-1.800	1.48	45.000	0
2015-10-28 08:22:33.00	4.97	-1.800	1.47	45.000	0
2015-10-28 08:52:33.00	4.99	-1.800	1.5	45.000	0
2015-10-28 13:22:33.00	4.96	-1.800	1.48	45.000	0
2015-10-28 13:52:33.00	4.99	-1.800	1.5	45.000	0
2015-10-28 14:22:33.00	4.96	-1.800	1.5	45.000	0
2015-10-28 14:52:33.00	4.97	-1.800	1.5	45.000	0
2015-10-28 15:22:33.00	4.97	-1.800	1.5	45.000	0
2015-10-28 15:52:33.00	4.99	-1.800	1.5	45.000	0
2015-10-28 16:22:33.00	4.98	-1.800	1.5	45.000	0
2015-10-28 16:52:33.00	4.98	-1.800	1.51	45.000	0
2015-10-28 17:22:33.00	4.97	-1.800	1.49	45.000	0
2015-10-28 17:52:33.00	4.98	-1.800	1.5	45.000	0
2015-10-28 18:22:33.00	4.98	-1.800	1.5	45.000	0
2015-10-28 18:52:33.00	4.98	-1.800	1.48	45.000	0
2015-10-28 19:22:33.00	4.98	-1.800	1.48	45.000	0
2015-10-28 19:52:33.00	4.98	-1.800	1.48	45.000	0
2015-10-28 20:22:33.00	4.98	-1.800	1.49	45.000	0
2015-10-28 20:52:33.00	4.98	-1.800	1.49	45.000	0
2015-10-28 21:22:33.00	4.98	-1.800	1.49	45.000	0
2015-10-28 21:52:33.00	4.98	-1.800	1.48	45.000	0
2015-10-28 22:22:33.00	4.98	-1.800	1.48	46.000	0
2015-10-28 22:52:33.00	4.98	-1.800	1.47	45.000	0
2015-10-29 01:22:33.00	4.98	-1.800	1.49	45.000	0
2015-10-29 01:52:33.00	4.98	-1.800	1.47	45.000	0
2015-10-29 02:22:33.00	4.97	-1.800	1.49	45.000	0
2015-10-29 02:52:33.00	4.98	-1.800	1.49	45.000	0
2015-10-29 05:22:33.00	4.97	-1.800	1.48	45.000	0
2015-10-29 05:52:33.00	4.95	-1.800	1.49	46.000	0
2015-10-29 06:22:33.00	4.94	-1.800	1.51	45.000	0
2015-10-29 06:52:33.00	4.94	-1.800	1.51	45.000	0
2015-10-29 07:22:33.00	4.94	-1.800	1.49	45.000	0
2015-10-29 07:52:33.00	4.95	-1.800	1.49	45.000	0
2015-10-29 08:22:33.00	4.96	-1.800	1.48	45.000	0
2015-10-29 08:52:33.00	4.95	-1.800	1.5	45.000	0
2015-10-29 09:22:33.00	4.92	-1.800	1.5	45.000	0
2015-10-29 09:52:33.00	4.95	-1.800	1.48	45.000	0
2015-10-29 10:22:33.00	4.93	-1.800	1.47	45.000	0
2015-10-29 10:52:33.00	4.94	-1.800	1.49	45.000	0
2015-10-29 11:22:33.00	4.91	-1.800	1.52	45.000	0
2015-10-29 11:52:33.00	4.94	-1.800	1.5	45.000	0
2015-10-29 12:22:33.00	4.94	-1.800	1.49	45.000	0
2015-10-29 12:52:33.00	4.93	-1.800	1.51	45.000	0
2015-10-29 13:22:33.00	4.94	-1.800	1.5	45.000	0
2015-10-29 13:52:33.00	4.94	-1.800	1.49	45.000	0
2015-10-29 14:22:33.00	4.94	-1.800	1.49	45.000	0
2015-10-29 14:52:33.00	4.90	-1.800	1.49	45.000	0
2015-10-29 15:22:33.00	4.90	-1.800	1.48	45.000	0
2015-10-29 15:52:33.00	4.90	-1.800	1.48	45.000	0
2015-10-29 16:22:33.00	4.92	-1.800	1.54	45.000	0
2015-10-29 16:52:33.00	4.94	-1.800	1.49	45.000	0
2015-10-29 17:22:33.00	4.89	-1.800	1.5	45.000	0
2015-10-29 17:52:33.00	4.92	-1.800	1.51	45.000	0
2015-10-29 18:22:33.00	4.90	-1.800	1.49	45.000	0
2015-10-29 18:52:33.00	4.91	-1.800	1.51	45.000	0
2015-10-29 19:22:33.00	4.91	-1.800	1.48	45.000	0
2015-10-29 19:52:33.00	4.92	-1.800	1.49	45.000	0
2015-10-29 20:22:33.00	4.89	-1.800	1.49	45.000	0
2015-10-29 20:52:33.00	4.90	-1.800	1.48	45.000	0
2015-10-29 21:22:33.00	4.86	-1.790	1.49	45.000	0
2015-10-29 21:52:33.00	4.91	-1.800	1.5	45.000	0
2015-10-29 22:22:33.00	4.90	-1.800	1.51	45.000	0
2015-10-29 22:52:33.00	4.90	-1.800	1.49	45.000	0
2015-10-29 23:22:33.00	4.92	-1.800	1.49	45.000	0
2015-10-29 23:52:33.00	4.88	-1.800	1.49	45.000	0
2015-10-30 00:22:33.00	4.91	-1.800	1.49	46.000	0
2015-10-30 00:52:33.00	4.90	-1.800	1.5	45.000	0
2015-10-30 07:22:33.00	4.86	-1.800	1.48	45.000	0
2015-10-30 07:52:33.00	4.89	-1.790	1.51	45.000	0
2015-10-30 08:22:33.00	4.86	-1.800	1.49	45.000	0
2015-10-30 08:52:33.00	4.90	-1.800	1.5	45.000	0
2015-10-30 13:22:33.00	4.86	-1.800	1.49	45.000	0
2015-10-30 13:52:33.00	4.88	-1.800	1.5	45.000	0
2015-10-30 14:22:33.00	4.88	-1.800	1.5	45.000	0
2015-10-30 14:52:33.00	4.88	-1.800	1.48	45.000	0
2015-10-30 19:22:33.00	4.89	-1.800	1.48	45.000	0
2015-10-30 19:52:33.00	4.89	-1.800	1.48	45.000	0
2015-10-30 20:22:33.00	4.92	-1.800	1.49	45.000	0
2015-10-30 20:52:33.00	4.92	-1.800	1.48	45.000	0
2015-10-30 23:22:33.00	4.95	-1.800	1.47	45.000	0
2015-10-30 23:52:33.00	4.92	-1.790	1.51	45.000	0
2015-10-31 00:22:33.00	4.94	-1.800	1.49	45.000	0
2015-10-31 00:52:33.00	4.92	-1.790	1.49	45.000	0
2015-10-31 01:22:33.00	4.93	-1.800	1.48	45.000	0
2015-10-31 01:52:33.00	4.91	-1.800	1.48	45.000	0
2015-10-31 02:22:33.00	4.91	-1.800	1.53	45.000	0
2015-10-31 02:52:33.00	4.90	-1.800	1.5	45.000	0
2015-10-31 05:22:33.00	4.91	-1.800	1.47	45.000	0
2015-10-31 05:52:33.00	4.94	-1.790	1.49	45.000	0
2015-10-31 06:22:33.00	4.95	-1.790	1.48	45.000	0
2015-10-31 06:52:33.00	4.92	-1.790	1.49	45.000	0
2015-10-31 15:22:33.00	4.96	-1.790	1.48	45.000	0
2015-10-31 15:52:33.00	4.97	-1.790	1.47	45.000	0
2015-10-31 16:22:33.00	4.98	-1.790	1.5	46.000	0
2015-10-31 16:52:33.00	4.95	-1.790	1.49	45.000	0
2015-10-31 17:22:33.00	4.97	-1.790	1.48	45.000	0
2015-10-31 17:52:33.00	4.97	-1.790	1.49	45.000	0
2015-10-31 18:22:33.00	4.97	-1.790	1.49	45.000	0
2015-10-31 18:52:33.00	4.96	-1.790	1.49	45.000	0
2015-10-31 19:22:33.00	4.97	-1.790	1.49	45.000	0
2015-10-31 19:52:33.00	4.98	-1.790	1.49	45.000	0
2015-10-31 20:22:33.00	4.97	-1.790	1.49	45.000	0
2015-10-31 20:52:33.00	4.95	-1.790	1.5	45.000	0
2015-10-31 21:22:33.00	4.98	-1.790	1.49	45.000	0
2015-10-31 21:52:33.00	4.98	-1.790	1.48	45.000	0
2015-10-31 22:22:33.00	4.98	-1.790	1.5	45.000	0
2015-10-31 22:52:33.00	4.98	-1.790	1.49	45.000	0
2015-11-01 05:22:33.00	5.01	-1.790	1.48	45.000	0
2015-11-01 05:52:33.00	5.00	-1.790	1.5	45.000	0
2015-11-01 06:22:33.00	4.97	-1.790	1.49	45.000	0
2015-11-01 06:52:33.00	5.00	-1.790	1.49	45.000	0
2015-11-01 07:22:33.00	5.02	-1.790	1.48	46.000	0
2015-11-01 07:52:33.00	5.03	-1.790	1.49	45.000	0
2015-11-01 08:22:33.00	5.01	-1.790	1.5	45.000	0
2015-11-01 08:52:33.00	5.03	-1.790	1.48	45.000	0
2015-11-01 11:22:33.00	5.04	-1.790	1.48	45.000	0
2015-11-01 11:52:33.00	5.03	-1.790	1.47	45.000	0
2015-11-01 12:22:33.00	5.04	-1.790	1.46	45.000	0
2015-11-01 12:52:33.00	5.06	-1.790	1.51	45.000	0
2015-11-01 13:22:33.00	5.00	-1.790	1.49	45.000	0
2015-11-01 13:52:33.00	5.03	-1.790	1.49	45.000	0
2015-11-01 14:22:33.00	5.04	-1.790	1.47	45.000	0
2015-11-01 14:52:33.00	5.04	-1.790	1.49	45.000	0
2015-11-01 15:22:33.00	5.05	-1.790	1.5	45.000	0
2015-11-01 15:52:33.00	5.04	-1.790	1.49	45.000	0
2015-11-01 16:22:33.00	5.02	-1.790	1.48	45.000	0
2015-11-01 16:52:33.00	5.04	-1.790	1.5	45.000	0
2015-11-01 19:22:33.00	5.04	-1.790	1.49	45.000	0
2015-11-01 19:52:33.00	5.05	-1.790	1.5	45.000	0
2015-11-01 20:22:33.00	5.07	-1.790	1.51	45.000	0
2015-11-01 20:52:33.00	5.03	-1.790	1.5	45.000	0
2015-11-01 21:22:33.00	5.07	-1.790	1.49	45.000	0
2015-11-01 21:52:33.00	5.06	-1.790	1.5	45.000	0
2015-11-01 22:22:33.00	5.04	-1.790	1.48	45.000	0
2015-11-01 22:52:33.00	5.04	-1.790	1.5	45.000	0
2015-11-02 09:22:33.00	5.09	-1.790	1.49	45.000	0
2015-11-02 09:52:33.00	5.08	-1.790	1.49	45.000	0
2015-11-02 10:22:33.00	5.10	-1.790	1.49	45.000	0
2015-11-02 10:52:33.00	5.08	-1.790	1.47	45.000	0
2015-11-02 11:22:33.00	5.08	-1.790	1.48	45.000	0
2015-11-02 11:52:33.00	5.08	-1.790	1.49	45.000	0
2015-11-02 12:22:33.00	5.10	-1.790	1.51	45.000	0
2015-11-02 12:52:33.00	5.07	-1.790	1.51	45.000	0
2015-11-02 13:22:33.00	5.07	-1.790	1.48	45.000	0
2015-11-02 13:52:33.00	5.10	-1.790	1.48	45.000	0
2015-11-02 14:22:33.00	5.10	-1.790	1.52	45.000	0
2015-11-02 14:52:33.00	5.08	-1.790	1.48	45.000	0
2015-11-02 15:22:33.00	5.08	-1.790	1.5	45.000	0
2015-11-02 15:52:33.00	5.10	-1.790	1.51	45.000	0
2015-11-02 16:22:33.00	5.10	-1.790	1.48	45.000	0
2015-11-02 16:52:33.00	5.10	-1.790	1.48	45.000	0
2015-11-02 17:22:33.00	5.09	-1.790	1.49	45.000	0
2015-11-02 17:52:33.00	5.07	-1.790	1.49	45.000	0
2015-11-02 18:22:33.00	5.10	-1.790	1.5	45.000	0
2015-11-02 18:52:33.00	5.08	-1.790	1.5	45.000	0
2015-11-03 01:22:33.00	5.10	-1.790	1.5	45.000	0
2015-11-03 01:52:33.00	5.11	-1.790	1.47	45.000	0
2015-11-03 02:22:33.00	5.10	-1.790	1.48	45.000	0
2015-11-03 02:52:33.00	5.07	-1.790	1.51	46.000	0
2015-11-03 07:22:33.00	5.11	-1.790	1.47	45.000	0
2015-11-03 07:52:33.00	5.10	-1.790	1.49	45.000	0
2015-11-03 08:22:33.00	5.11	-1.790	1.48	45.000	0
2015-11-03 08:52:33.00	5.12	-1.790	1.48	45.000	0
2015-11-03 11:22:33.00	5.10	-1.790	1.47	45.000	0
2015-11-03 11:52:33.00	5.11	-1.790	1.5	45.000	0
2015-11-03 12:22:33.00	5.12	-1.790	1.5	45.000	0
2015-11-03 12:52:33.00	5.11	-1.790	1.5	45.000	0
2015-11-03 13:22:33.00	5.10	-1.790	1.47	45.000	0
2015-11-03 13:52:33.00	5.11	-1.790	1.5	45.000	0
2015-11-03 14:22:33.00	5.10	-1.790	1.51	45.000	0
2015-11-03 14:52:33.00	5.10	-1.790	1.5	45.000	0
2015-11-03 17:22:33.00	5.12	-1.790	1.49	45.000	0
2015-11-03 17:52:33.00	5.13	-1.790	1.48	45.000	0
2015-11-03 18:22:33.00	5.10	-1.790	1.5	45.000	0
2015-11-03 18:52:33.00	5.10	-1.790	1.49	45.000	0
2015-11-03 19:22:33.00	5.12	-1.790	1.51	45.000	0
2015-11-03 19:52:33.00	5.10	-1.790	1.47	45.000	0
2015-11-03 20:22:33.00	5.10	-1.790	1.51	46.000	0
2015-11-03 20:52:33.00	5.10	-1.790	1.49	45.000	0
2015-11-03 21:22:33.00	5.13	-1.790	1.48	45.000	0
2015-11-03 21:52:33.00	5.12	-1.790	1.49	45.000	0
2015-11-03 22:22:33.00	5.10	-1.790	1.48	45.000	0
2015-11-03 22:52:33.00	5.11	-1.790	1.49	45.000	0
2015-11-04 03:22:33.00	5.12	-1.790	1.5	45.000	0
2015-11-04 03:52:33.00	5.11	-1.790	1.5	46.000	0
2015-11-04 04:22:33.00	5.13	-1.790	1.49	45.000	0
2015-11-04 04:52:33.00	5.12	-1.790	1.48	45.000	0
2015-11-04 09:22:33.00	5.14	-1.790	1.48	45.000	0
2015-11-04 09:52:33.00	5.13	-1.790	1.48	45.000	0
2015-11-04 10:22:33.00	5.14	-1.790	1.49	45.000	0
2015-11-04 10:52:33.00	5.14	-1.790	1.49	45.000	0
2015-11-04 11:22:33.00	5.13	-1.790	1.51	45.000	0
2015-11-04 11:52:33.00	5.17	-1.790	1.5	45.000	0
2015-11-04 12:22:33.00	5.14	-1.790	1.48	45.000	0
2015-11-04 12:52:33.00	5.12	-1.790	1.48	45.000	0
2015-11-04 17:22:33.00	5.14	-1.790	1.49	45.000	0
2015-11-04 17:52:33.00	5.12	-1.790	1.49	45.000	0
2015-11-04 18:22:33.00	5.13	-1.790	1.46	45.000	0
2015-11-04 18:52:33.00	5.12	-1.790	1.52	45.000	0
2015-11-04 23:22:33.00	5.13	-1.790	1.47	46.000	0
2015-11-04 23:52:33.00	5.11	-1.790	1.46	45.000	0
2015-11-05 00:22:33.00	5.11	-1.790	1.5	45.000	0
2015-11-05 00:52:33.00	5.12	-1.790	1.5	45.000	0
2015-11-05 01:22:33.00	5.15	-1.790	1.51	45.000	0
2015-11-05 01:52:33.00	5.13	-1.790	1.5	45.000	0
2015-11-05 02:22:33.00	5.13	-1.790	1.48	45.000	0
2015-11-05 02:52:33.00	5.17	-1.790	1.5	45.000	0
2015-11-05 13:22:33.00	5.17	-1.790	1.49	45.000	0
2015-11-05 13:52:33.00	5.16	-1.780	1.48	45.000	0
2015-11-05 14:22:33.00	5.15	-1.780	1.48	45.000	0
2015-11-05 14:52:33.00	5.21	-1.780	1.48	45.000	0
2015-11-05 15:22:33.00	5.19	-1.780	1.47	45.000	0
2015-11-05 15:52:33.00	5.18	-1.780	1.5	45.000	0
2015-11-05 16:22:33.00	5.19	-1.790	1.51	45.000	0
2015-11-05 16:52:33.00	5.18	-1.790	1.49	45.000	0
2015-11-05 19:22:33.00	5.19	-1.780	1.52	45.000	0
2015-11-05 19:52:33.00	5.21	-1.780	1.49	45.000	0
2015-11-05 20:22:33.00	5.20	-1.780	1.5	45.000	0
2015-11-05 20:52:33.00	5.21	-1.780	1.49	45.000	0
2015-11-05 23:22:33.00	5.23	-1.790	1.49	45.000	0
2015-11-05 23:52:33.00	5.21	-1.780	1.5	45.000	0
2015-11-06 00:22:33.00	5.21	-1.780	1.49	45.000	0
2015-11-06 00:52:33.00	5.21	-1.790	1.49	45.000	0
2015-11-06 03:22:33.00	5.24	-1.780	1.49	45.000	0
2015-11-06 03:52:33.00	5.24	-1.790	1.47	45.000	0
2015-11-06 04:22:33.00	5.24	-1.790	1.47	46.000	0
2015-11-06 04:52:33.00	5.23	-1.790	1.48	45.000	0
2015-11-06 07:22:33.00	5.24	-1.780	1.48	45.000	0
2015-11-06 07:52:33.00	5.24	-1.780	1.47	45.000	0
2015-11-06 08:22:33.00	5.26	-1.780	1.49	45.000	0
2015-11-06 08:52:33.00	5.24	-1.790	1.51	45.000	0
2015-11-06 21:22:33.00	5.29	-1.780	1.48	45.000	0
2015-11-06 21:52:33.00	5.28	-1.780	1.47	45.000	0
2015-11-06 22:22:33.00	5.30	-1.780	1.51	45.000	0
2015-11-06 22:52:33.00	5.30	-1.780	1.51	45.000	0
2015-11-07 03:22:33.00	5.29	-1.780	1.5	45.000	0
2015-11-07 03:52:33.00	5.29	-1.780	1.47	45.000	0
2015-11-07 04:22:33.00	5.31	-1.780	1.48	45.000	0
2015-11-07 04:52:33.00	5.30	-1.790	1.51	45.000	0
2015-11-07 05:22:33.00	5.30	-1.780	1.49	45.000	0
2015-11-07 05:52:33.00	5.33	-1.780	1.5	45.000	0
2015-11-07 06:22:33.00	5.29	-1.780	1.52	45.000	0
2015-11-07 06:52:33.00	5.31	-1.780	1.47	45.000	0
2015-11-07 07:22:33.00	5.30	-1.780	1.48	45.000	0
2015-11-07 07:52:33.00	5.29	-1.780	1.5	45.000	0
2015-11-07 08:22:33.00	5.32	-1.780	1.47	45.000	0
2015-11-07 08:52:33.00	5.30	-1.780	1.49	45.000	0
2015-11-07 09:22:33.00	5.32	-1.780	1.48	45.000	0
2015-11-07 09:52:33.00	5.32	-1.780	1.49	45.000	0
2015-11-07 10:22:33.00	5.31	-1.780	1.48	45.000	0
2015-11-07 10:52:33.00	5.31	-1.780	1.51	45.000	0
2015-11-07 15:22:33.00	5.30	-1.780	1.5	45.000	0
2015-11-07 15:52:33.00	5.30	-1.780	1.49	45.000	0
2015-11-07 16:22:33.00	5.33	-1.780	1.51	45.000	0
2015-11-07 16:52:33.00	5.27	-1.780	1.51	45.000	0
2015-11-07 21:22:33.00	5.30	-1.780	1.47	45.000	0
2015-11-07 21:52:33.00	5.32	-1.780	1.48	45.000	0
2015-11-07 22:22:33.00	5.30	-1.780	1.48	45.000	0
2015-11-07 22:52:33.00	5.28	-1.780	1.48	45.000	0
2015-11-07 23:22:33.00	5.27	-1.780	1.49	45.000	0
2015-11-07 23:52:33.00	5.30	-1.780	1.48	45.000	0
2015-11-08 00:22:33.00	5.28	-1.780	1.46	45.000	0
2015-11-08 00:52:33.00	5.30	-1.780	1.5	45.000	0
2015-11-08 03:22:33.00	5.27	-1.780	1.5	45.000	0
2015-11-08 03:52:33.00	5.29	-1.780	1.49	45.000	0
2015-11-08 04:22:33.00	5.25	-1.780	1.49	45.000	0
2015-11-08 04:52:33.00	5.27	-1.780	1.5	45.000	0
2015-11-08 05:22:33.00	5.26	-1.780	1.51	45.000	0
2015-11-08 05:52:33.00	5.27	-1.780	1.5	45.000	0
2015-11-08 06:22:33.00	5.27	-1.780	1.49	45.000	0
2015-11-08 06:52:33.00	5.27	-1.780	1.5	45.000	0
2015-11-08 07:22:33.00	5.28	-1.780	1.52	45.000	0
2015-11-08 07:52:33.00	5.28	-1.780	1.51	45.000	0
2015-11-08 08:22:33.00	5.26	-1.780	1.49	45.000	0
2015-11-08 08:52:33.00	5.28	-1.780	1.49	45.000	0
2015-11-08 11:22:33.00	5.26	-1.780	1.48	45.000	0
2015-11-08 11:52:33.00	5.26	-1.780	1.49	45.000	0
2015-11-08 12:22:33.00	5.26	-1.780	1.47	45.000	0
2015-11-08 12:52:33.00	5.26	-1.780	1.5	45.000	0
2015-11-08 13:22:33.00	5.24	-1.780	1.5	46.000	0
2015-11-08 13:52:33.00	5.25	-1.780	1.49	45.000	0
2015-11-08 14:22:33.00	5.22	-1.780	1.49	45.000	0
